非：├─ 车辆轨迹点  carid:12032 | 里程:1122682 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂EAB7812 (颜色:4) | 坐标: 114.04415130615234,30.92347526550293 | 速度: 55.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1122+682.5 | 航向角: 173.86281
非：├─ 车辆轨迹点  carid:12034 | 里程:1122469 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂BS51N5 (颜色:5) | 坐标: 114.04393005371094,30.925384521484375 | 速度: 54.0 km/h | 车道: 3 | 方向: 2 | 桩号: K1122+469.5 | 航向角: 356.80637
非：├─ 车辆轨迹点  carid:12035 | 里程:1122313 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂EA813K (颜色:0) | 坐标: 114.04386138916016,30.926786422729492 | 速度: 59.0 km/h | 车道: 4 | 方向: 2 | 桩号: K1122+313 | 航向角: 359.9979

非：├─ 车辆轨迹点  carid:12038 | 里程:1122260 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂A6662L (颜色:0) | 坐标: 114.04385375976562,30.927255630493164 | 速度: 47.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1122+260.5 | 航向角: 173.79173
非：├─ 车辆轨迹点  carid:12039 | 里程:1122565 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂E8AF67 (颜色:0) | 坐标: 114.04403686523438,30.924510955810547 | 速度: 57.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1122+565 | 航向角: 173.82788
非：├─ 车辆轨迹点  carid:12040 | 里程:1122934 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂A8YG19 (颜色:5) | 坐标: 114.04447937011719,30.921205520629883 | 速度: 49.0 km/h | 车道: 3 | 方向: 2 | 桩号: K1122+934 | 航向角: 353.9412
非：├─ 车辆轨迹点  carid:12041 | 里程:1122129 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂B74867 (颜色:2) | 坐标: 114.04389190673828,30.928447723388672 | 速度: 58.0 km/h | 车道: 4 | 方向: 2 | 桩号: K1122+129.5 | 航向角: 353.92072
非：├─ 车辆轨迹点  carid:12044 | 里程:1122062 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂B2AC11 (颜色:1) | 坐标: 114.0440902709961,30.924022674560547 | 速度: 49.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1122+62.5 | 航向角: 174.1151
非：├─ 车辆轨迹点  carid:12045 | 里程:1122096 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂A77445 (颜色:1) | 坐标: 114.04450988769531,30.920976638793945 | 速度: 51.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1122+96.5 | 航向角: 173.73935
非：├─ 车辆轨迹点  carid:12046 | 里程:1122197 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂E5C1627 (颜色:4) | 坐标: 114.04386138916016,30.927825927734375 | 速度: 49.0 km/h | 车道: 3 | 方向: 2 | 桩号: K1122+197.5 | 航向角: 353.91028
非：├─ 车辆轨迹点  carid:12047 | 里程:1122208 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂EE90L0 (颜色:0) | 坐标: 114.04398345947266,30.929433822631836 | 速度: 40.0 km/h | 车道: 4 | 方向: 2 | 桩号: K1122+208 | 航向角: 353.89728
非：├─ 车辆轨迹点  carid:12050 | 里程:1122833 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂BSX942 (颜色:0) | 坐标: 114.04434967041016,30.922109603881836 | 速度: 52.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1122+833 | 航向角: 173.93399
非：├─ 车辆轨迹点  carid:12051 | 里程:1122735 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂E2YZ20 (颜色:0) | 坐标: 114.04421997070312,30.92298126220703 | 速度: 47.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1122+735.5 | 航向角: 173.96739
非：├─ 车辆轨迹点  carid:12052 | 里程:1122463 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂B854VC (颜色:5) | 坐标: 114.04393005371094,30.92542839050293 | 速度: 49.0 km/h | 车道: 3 | 方向: 2 | 桩号: K1122+463 | 航向角: 354.05084
非：├─ 车辆轨迹点  carid:12053 | 里程:1122298 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂E8NQX6 (颜色:9) | 坐标: 114.04399871826172,30.929590225219727 | 速度: 58.0 km/h | 车道: 4 | 方向: 2 | 桩号: K1122+298.5 | 航向角: 353.88043
非：├─ 车辆轨迹点  carid:12056 | 里程:1122470 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂A1NHA0 (颜色:0) | 坐标: 114.04393768310547,30.92535972595215 | 速度: 46.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1122+470.5 | 航向角: 176.79048
非：├─ 车辆轨迹点  carid:12057 | 里程:1122581 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂E587U0 (颜色:1) | 坐标: 114.04405212402344,30.924367904663086 | 速度: 55.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1122+581 | 航向角: 175.1888
非：├─ 车辆轨迹点  carid:12058 | 里程:1122656 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂ETXHH2 (颜色:1) | 坐标: 114.04412841796875,30.923694610595703 | 速度: 56.0 km/h | 车道: 3 | 方向: 2 | 桩号: K1122+656 | 航向角: 353.87518
非：├─ 车辆轨迹点  carid:12059 | 里程:1122836 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂BRR4T74 (颜色:4) | 坐标: 114.04434967041016,30.922077178955078 | 速度: 42.0 km/h | 车道: 4 | 方向: 2 | 桩号: K1122+836.5 | 航向角: 353.8116
非：├─ 车辆轨迹点  carid:12062 | 里程:1122245 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂BQ39606 (颜色:4) | 坐标: 114.04386138916016,30.927391052246094 | 速度: 51.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1122+245.5 | 航向角: 181.29796
非：├─ 车辆轨迹点  carid:12063 | 里程:1122186 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂BV7480J (颜色:4) | 坐标: 114.04386901855469,30.92792510986328 | 速度: 43.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1122+186.5 | 航向角: 182.24907
非：├─ 车辆轨迹点  carid:12064 | 里程:1122984 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂BH7T3G (颜色:0) | 坐标: 114.04454040527344,30.920753479003906 | 速度: 54.0 km/h | 车道: 3 | 方向: 2 | 桩号: K1122+984.5 | 航向角: 353.80734
非：├─ 车辆轨迹点  carid:12065 | 里程:1123042 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂A0007K (颜色:0) | 坐标: 114.04634857177734,30.907886505126953 | 速度: 46.0 km/h | 车道: 4 | 方向: 2 | 桩号: K1123+42.5 | 航向角: 353.9168
非：├─ 车辆轨迹点  carid:12068 | 里程:1121964 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂AN336Y (颜色:0) | 坐标: 114.04402923583984,30.929908752441406 | 速度: 54.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1121+964 | 航向角: 187.18033
非：├─ 车辆轨迹点  carid:12069 | 里程:1121965 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂B4V9R6 (颜色:0) | 坐标: 114.04402923583984,30.929895401000977 | 速度: 55.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1121+965.5 | 航向角: 186.99854
非：├─ 车辆轨迹点  carid:12070 | 里程:1123307 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂BI0J01 (颜色:11) | 坐标: 114.04623413085938,30.908906936645508 | 速度: 41.0 km/h | 车道: 3 | 方向: 2 | 桩号: K1123+307 | 航向角: 354.67822
非：├─ 车辆轨迹点  carid:12071 | 里程:1123285 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂BF3WJ6 (颜色:0) | 坐标: 114.04621124267578,30.909093856811523 | 速度: 55.0 km/h | 车道: 4 | 方向: 2 | 桩号: K1123+285 | 航向角: 354.44397

非：├─ 车辆轨迹点  carid:11871 | 里程:0 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂B0JOJ2 (颜色:0) | 坐标: 114.0348,30.854435 | 速度: 55.0 km/h | 车道: 0 | 方向: 0 | 桩号: K1126+524.5 | 航向角: 175.53104

非：├─ 车辆轨迹点  carid:11883 | 里程:0 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂B0826O (颜色:0) | 坐标: 114.03468,30.855661 | 速度: 44.0 km/h | 车道: 0 | 方向: 0 | 桩号: K1126+524.5 | 航向角: 177.37415
非：├─ 车辆轨迹点  carid:11888 | 里程:0 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂ETGW34 (颜色:0) | 坐标: 114.03581,30.848307 | 速度: 79.0 km/h | 车道: 0 | 方向: 0 | 桩号: K1126+524.5 | 航向角: 171.28175
非：├─ 车辆轨迹点  carid:11889 | 里程:0 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂AKB7A4 (颜色:0) | 坐标: 114.034645,30.856256 | 速度: 42.0 km/h | 车道: 0 | 方向: 0 | 桩号: K1126+524.5 | 航向角: 178.10403
非：├─ 车辆轨迹点  carid:11894 | 里程:0 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂B6N027 (颜色:1) | 坐标: 114.03562,30.849277 | 速度: 59.0 km/h | 车道: 0 | 方向: 0 | 桩号: K1126+524.5 | 航向角: 171.35222
非：├─ 车辆轨迹点  carid:11895 | 里程:0 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂AKIT4L (颜色:6) | 坐标: 114.034615,30.856829 | 速度: 45.0 km/h | 车道: 0 | 方向: 0 | 桩号: K1126+524.5 | 航向角: 178.77908
非：├─ 车辆轨迹点  carid:11900 | 里程:0 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂AFI30V (颜色:3) | 坐标: 114.03551,30.84985 | 速度: 58.0 km/h | 车道: 0 | 方向: 0 | 桩号: K1126+524.5 | 航向角: 171.59091
非：├─ 车辆轨迹点  carid:11901 | 里程:0 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂BJ1H40 (颜色:0) | 坐标: 114.03459,30.857454 | 速度: 52.0 km/h | 车道: 0 | 方向: 0 | 桩号: K1126+524.5 | 航向角: 179.53194
非：├─ 车辆轨迹点  carid:11906 | 里程:0 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂B247T06 (颜色:4) | 坐标: 114.034584,30.85657 | 速度: 47.0 km/h | 车道: 0 | 方向: 0 | 桩号: K1126+524.5 | 航向角: 178.42174
非：├─ 车辆轨迹点  carid:11907 | 里程:0 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂E22AY6 (颜色:2) | 坐标: 114.03479,30.862175 | 速度: 65.0 km/h | 车道: 0 | 方向: 0 | 桩号: K1126+524.5 | 航向角: 186.40376
非：├─ 车辆轨迹点  carid:11912 | 里程:0 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂AB5985 (颜色:0) | 坐标: 114.03456,30.85725 | 速度: 60.0 km/h | 车道: 0 | 方向: 0 | 桩号: K1126+524.5 | 航向角: 179.73051
非：├─ 车辆轨迹点  carid:11913 | 里程:0 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂AC3115 (颜色:9) | 坐标: 114.03487,30.862831 | 速度: 49.0 km/h | 车道: 0 | 方向: 0 | 桩号: K1126+524.5 | 航向角: 187.24886
非：├─ 车辆轨迹点  carid:11918 | 里程:0 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂AIO3F5 (颜色:5) | 坐标: 114.034546,30.857853 | 速度: 58.0 km/h | 车道: 0 | 方向: 0 | 桩号: K1126+524.5 | 航向角: 180.13142
非：├─ 车辆轨迹点  carid:11919 | 里程:1126524 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂E875SF (颜色:0) | 坐标: 114.04149627685547,30.884706497192383 | 速度: 54.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1126+524.5 | 航向角: 188.13493
非：├─ 车辆轨迹点  carid:11924 | 里程:1126524 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂E04M44 (颜色:1) | 坐标: 114.04149627685547,30.884706497192383 | 速度: 41.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1126+524.5 | 航向角: 193.68353
非：├─ 车辆轨迹点  carid:11925 | 里程:1126524 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂B88G9M (颜色:1) | 坐标: 114.04149627685547,30.884706497192383 | 速度: 48.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1126+524.5 | 航向角: 197.36618
非：├─ 车辆轨迹点  carid:11930 | 里程:1126524 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂B91727 (颜色:0) | 坐标: 114.04149627685547,30.884706497192383 | 速度: 55.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1126+524.5 | 航向角: 194.67473
非：├─ 车辆轨迹点  carid:11931 | 里程:1126524 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂EA8U86 (颜色:0) | 坐标: 114.04149627685547,30.884706497192383 | 速度: 50.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1126+524.5 | 航向角: 197.51543
非：├─ 车辆轨迹点  carid:11936 | 里程:1126524 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂AK9197 (颜色:6) | 坐标: 114.04149627685547,30.884706497192383 | 速度: 55.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1126+524.5 | 航向角: 196.24469
非：├─ 车辆轨迹点  carid:11937 | 里程:1126524 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂E65P05 (颜色:0) | 坐标: 114.04149627685547,30.884706497192383 | 速度: 55.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1126+524.5 | 航向角: 197.32877
非：├─ 车辆轨迹点  carid:11942 | 里程:1126524 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂A8299Y (颜色:1) | 坐标: 114.04149627685547,30.884706497192383 | 速度: 44.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1126+524.5 | 航向角: 197.40964
非：├─ 车辆轨迹点  carid:11943 | 里程:1126524 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂BP93N5 (颜色:1) | 坐标: 114.04149627685547,30.884706497192383 | 速度: 63.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1126+524.5 | 航向角: 197.30438
非：├─ 车辆轨迹点  carid:11948 | 里程:1126524 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂B3C588 (颜色:0) | 坐标: 114.04149627685547,30.884706497192383 | 速度: 51.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1126+524.5 | 航向角: 197.40886
非：├─ 车辆轨迹点  carid:11949 | 里程:1126524 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂B16489 (颜色:1) | 坐标: 114.04149627685547,30.884706497192383 | 速度: 63.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1126+524.5 | 航向角: 197.32599
非：├─ 车辆轨迹点  carid:11954 | 里程:1126459 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂BLUBUT (颜色:2) | 坐标: 114.04029846191406,30.88119888305664 | 速度: 63.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1126+459 | 航向角: 197.53455
非：├─ 车辆轨迹点  carid:11955 | 里程:1126524 | 时间：2025-03-21 22:11:41:52 | 车牌: 京E42295C (颜色:4) | 坐标: 114.04149627685547,30.884706497192383 | 速度: 46.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1126+524.5 | 航向角: 197.30368
非：├─ 车辆轨迹点  carid:11960 | 里程:1126386 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂ED2L3N (颜色:5) | 坐标: 114.04154968261719,30.884859085083008 | 速度: 40.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1126+386 | 航向角: 197.42403
非：├─ 车辆轨迹点  carid:11961 | 里程:1126522 | 时间：2025-03-21 22:11:41:52 | 车牌: 京EL18733 (颜色:4) | 坐标: 114.04150390625,30.884723663330078 | 速度: 50.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1126+522.5 | 航向角: 197.43219
非：├─ 车辆轨迹点  carid:11966 | 里程:1126305 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂B4G27K (颜色:0) | 坐标: 114.0407485961914,30.882516860961914 | 速度: 56.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1126+305.5 | 航向角: 197.31148
非：├─ 车辆轨迹点  carid:11967 | 里程:1126456 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂B4Z535W (颜色:4) | 坐标: 114.0415267944336,30.884794235229492 | 速度: 58.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1126+456.5 | 航向角: 197.50594
非：├─ 车辆轨迹点  carid:11972 | 里程:1125803 | 时间：2025-03-21 22:11:41:52 | 车牌: 豫B16VN6L (颜色:4) | 坐标: 114.04222869873047,30.886865615844727 | 速度: 54.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1125+803 | 航向角: 197.27086
非：├─ 车辆轨迹点  carid:11973 | 里程:1126164 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂B3X33A (颜色:5) | 坐标: 114.04116821289062,30.88374137878418 | 速度: 58.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1126+164 | 航向角: 197.3396
非：├─ 车辆轨迹点  carid:11976 | 里程:1125502 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂EU695J (颜色:0) | 坐标: 114.04312133789062,30.88947105407715 | 速度: 49.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1125+502 | 航向角: 197.39351
非：├─ 车辆轨迹点  carid:11978 | 里程:1125372 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂A5E9H0 (颜色:0) | 坐标: 114.04350280761719,30.89059066772461 | 速度: 58.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1125+372.5 | 航向角: 197.39352
非：├─ 车辆轨迹点  carid:11979 | 里程:1125557 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂B7619Q (颜色:0) | 坐标: 114.04296112060547,30.88900375366211 | 速度: 62.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1125+557 | 航向角: 197.3404
非：├─ 车辆轨迹点  carid:11984 | 里程:1125299 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂ALL315 (颜色:2) | 坐标: 114.0437240600586,30.891239166259766 | 速度: 46.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1125+299.5 | 航向角: 197.29216
非：├─ 车辆轨迹点  carid:11985 | 里程:1125486 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂A7VR71 (颜色:9) | 坐标: 114.04447174072266,30.89342498779297 | 速度: 58.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1125+486 | 航向角: 197.37898
非：├─ 车辆轨迹点  carid:11990 | 里程:1125232 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂EZRC7R (颜色:6) | 坐标: 114.04391479492188,30.891807556152344 | 速度: 59.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1125+232 | 航向角: 197.42714
非：├─ 车辆轨迹点  carid:11991 | 里程:1124167 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂E0GE61 (颜色:1) | 坐标: 114.04631805419922,30.90117073059082 | 速度: 41.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1124+167 | 航向角: 186.66357
非：├─ 车辆轨迹点  carid:11996 | 里程:1124417 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂AAD5A6 (颜色:0) | 坐标: 114.04598236083984,30.898937225341797 | 速度: 51.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1124+417 | 航向角: 190.14525
非：├─ 车辆轨迹点  carid:11997 | 里程:1124099 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂A91LTW (颜色:0) | 坐标: 114.04463195800781,30.893909454345703 | 速度: 40.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1124+99 | 航向角: 185.67644
非：├─ 车辆轨迹点  carid:12002 | 里程:1124321 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂B40441 (颜色:0) | 坐标: 114.04613494873047,30.899778366088867 | 速度: 55.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1124+321.5 | 航向角: 188.7391
非：├─ 车辆轨迹点  carid:12003 | 里程:1124032 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂B2979T (颜色:6) | 坐标: 114.046142578125,30.899799346923828 | 速度: 50.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1124+32 | 航向角: 184.59137
非：├─ 车辆轨迹点  carid:12008 | 里程:1123876 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂EUYY8L (颜色:0) | 坐标: 114.04595947265625,30.910888671875 | 速度: 48.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1123+876.5 | 航向角: 182.4949
非：├─ 车辆轨迹点  carid:12009 | 里程:1123346 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂E584G8 (颜色:3) | 坐标: 114.04589080810547,30.911367416381836 | 速度: 49.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1123+346 | 航向角: 175.08185
非：├─ 车辆轨迹点  carid:12014 | 里程:1123800 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂E5E6IE (颜色:0) | 坐标: 114.04652404785156,30.904462814331055 | 速度: 56.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1123+800 | 航向角: 181.24721
非：├─ 车辆轨迹点  carid:12015 | 里程:1123282 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂E7G41R (颜色:1) | 坐标: 114.04621124267578,30.909120559692383 | 速度: 46.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1123+282 | 航向角: 174.44125
非：├─ 车辆轨迹点  carid:12016 | 里程:1122111 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂E994F7 (颜色:0) | 坐标: 114.04389953613281,30.928604125976562 | 速度: 43.0 km/h | 车道: 3 | 方向: 2 | 桩号: K1122+111 | 航向角: 4.001625
[主路预测]:├─ 车辆轨迹点  carid:12017 | 里程:1121862 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂A4VL7M (颜色:2) | 坐标: 114.04415130615234,30.930728912353516 | 速度: 49.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1121+876.5 | 航向角: 89.0
非：├─ 车辆轨迹点  carid:12018 | 里程:1123311 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂A8E297 (颜色:0) | 坐标: 114.0462417602539,30.90886116027832 | 速度: 44.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1123+311 | 航向角: 174.68126
非：├─ 车辆轨迹点  carid:12020 | 里程:1122962 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂A99E04 (颜色:1) | 坐标: 114.04451751708984,30.92095375061035 | 速度: 45.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1122+962 | 航向角: 173.89975
非：├─ 车辆轨迹点  carid:12021 | 里程:1123118 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂B525Y0 (颜色:0) | 坐标: 114.0459976196289,30.91059684753418 | 速度: 76.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1123+118 | 航向角: 173.88412
非：├─ 车辆轨迹点  carid:12022 | 里程:1122306 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂A6DO11 (颜色:0) | 坐标: 114.04386138916016,30.92684555053711 | 速度: 58.0 km/h | 车道: 3 | 方向: 2 | 桩号: K1122+306 | 航向角: 0.0877
非：├─ 车辆轨迹点  carid:12023 | 里程:1121912 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂AM7920 (颜色:1) | 坐标: 114.0440902709961,30.930377960205078 | 速度: 53.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1121+912 | 航向角: 8.332138
非：├─ 车辆轨迹点  carid:12026 | 里程:1122889 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂EFC0P3 (颜色:2) | 坐标: 114.04441833496094,30.921611785888672 | 速度: 67.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1122+889.5 | 航向角: 173.93176
非：├─ 车辆轨迹点  carid:12027 | 里程:1123021 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂E25B3LW (颜色:4) | 坐标: 114.0461196899414,30.909772872924805 | 速度: 53.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1123+21 | 航向角: 174.05626
